Offer                                        Publisher    Sku                           Urn                                                                                          Version
0001-com-ubuntu-pro-xenial                   Canonical    pro-16_04-lts-gen2            Canonical:0001-com-ubuntu-pro-xenial:pro-16_04-lts-gen2:16.04.202104160                      16.04.202104160
0001-com-ubuntu-pro-xenial                   Canonical    pro-16_04-lts-gen2            Canonical:0001-com-ubuntu-pro-xenial:pro-16_04-lts-gen2:16.04.202104290                      16.04.202104290
0001-com-ubuntu-pro-xenial                   Canonical    pro-16_04-lts-gen2            Canonical:0001-com-ubuntu-pro-xenial:pro-16_04-lts-gen2:16.04.202106110                      16.04.202106110
0001-com-ubuntu-pro-xenial                   Canonical    pro-16_04-lts-gen2            Canonical:0001-com-ubuntu-pro-xenial:pro-16_04-lts-gen2:16.04.202106230                      16.04.202106230
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.20200311              16.04.20200311
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.20200623              16.04.20200623
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.202010200             16.04.202010200
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.202104290             16.04.202104290
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.202104301             16.04.202104301
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private        Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private:16.04.202106110             16.04.202106110
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private-gen2   Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private-gen2:16.04.202104290        16.04.202104290
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private-gen2   Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private-gen2:16.04.202104301        16.04.202104301
0001-com-ubuntu-pro-xenial-fips              Canonical    pro-fips-16_04-private-gen2   Canonical:0001-com-ubuntu-pro-xenial-fips:pro-fips-16_04-private-gen2:16.04.202106110        16.04.202106110
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.201910170                                  19.10.201910170
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.201911080                                  19.10.201911080
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.201911130                                  19.10.201911130
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.201912170                                  19.10.201912170
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202001230                                  19.10.202001230
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202001310                                  19.10.202001310
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202002070                                  19.10.202002070
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202003170                                  19.10.202003170
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202003310                                  19.10.202003310
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202005080                                  19.10.202005080
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202005270                                  19.10.202005270
0001-com-ubuntu-server-eoan                  Canonical    19_10                         Canonical:0001-com-ubuntu-server-eoan:19_10:19.10.202006100                                  19.10.202006100
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.201910170                             19.10.201910170
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.201911080                             19.10.201911080
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.201911130                             19.10.201911130
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.201912170                             19.10.201912170
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202001230                             19.10.202001230
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202001310                             19.10.202001310
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202002070                             19.10.202002070
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202003170                             19.10.202003170
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202003310                             19.10.202003310
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202005080                             19.10.202005080
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202005270                             19.10.202005270
0001-com-ubuntu-server-eoan                  Canonical    19_10-gen2                    Canonical:0001-com-ubuntu-server-eoan:19_10-gen2:19.10.202006100                             19.10.202006100
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202004230                             20.04.202004230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202005010                             20.04.202005010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202005130                             20.04.202005130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202005250                             20.04.202005250
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202006100                             20.04.202006100
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202006270                             20.04.202006270
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202007060                             20.04.202007060
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202007080                             20.04.202007080
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202007160                             20.04.202007160
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202007290                             20.04.202007290
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202008140                             20.04.202008140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202009030                             20.04.202009030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202009070                             20.04.202009070
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202009211                             20.04.202009211
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202010140                             20.04.202010140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202010260                             20.04.202010260
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202011230                             20.04.202011230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202012010                             20.04.202012010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202012100                             20.04.202012100
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202012110                             20.04.202012110
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202101050                             20.04.202101050
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202101081                             20.04.202101081
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202101120                             20.04.202101120
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202101191                             20.04.202101191
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202101290                             20.04.202101290
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202102010                             20.04.202102010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202102220                             20.04.202102220
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202102230                             20.04.202102230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202103150                             20.04.202103150
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202103230                             20.04.202103230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202103250                             20.04.202103250
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202104130                             20.04.202104130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202104150                             20.04.202104150
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202105030                             20.04.202105030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202105130                             20.04.202105130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202106030                             20.04.202106030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202106140                             20.04.202106140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202106230                             20.04.202106230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts                     Canonical:0001-com-ubuntu-server-focal:20_04-lts:20.04.202107200                             20.04.202107200
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202004230                        20.04.202004230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202005010                        20.04.202005010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202005130                        20.04.202005130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202005250                        20.04.202005250
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202006100                        20.04.202006100
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202006270                        20.04.202006270
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202007060                        20.04.202007060
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202007080                        20.04.202007080
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202007160                        20.04.202007160
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202007290                        20.04.202007290
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202008140                        20.04.202008140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202009030                        20.04.202009030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202009070                        20.04.202009070
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202009211                        20.04.202009211
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202010140                        20.04.202010140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202010260                        20.04.202010260
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202011230                        20.04.202011230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202012010                        20.04.202012010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202012100                        20.04.202012100
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202012110                        20.04.202012110
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202101050                        20.04.202101050
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202101081                        20.04.202101081
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202101120                        20.04.202101120
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202101191                        20.04.202101191
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202101290                        20.04.202101290
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202102010                        20.04.202102010
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202102220                        20.04.202102220
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202102230                        20.04.202102230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202103150                        20.04.202103150
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202103230                        20.04.202103230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202103250                        20.04.202103250
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202104130                        20.04.202104130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202104150                        20.04.202104150
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202105030                        20.04.202105030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202105130                        20.04.202105130
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202106030                        20.04.202106030
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202106140                        20.04.202106140
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202106230                        20.04.202106230
0001-com-ubuntu-server-focal                 Canonical    20_04-lts-gen2                Canonical:0001-com-ubuntu-server-focal:20_04-lts-gen2:20.04.202107200                        20.04.202107200
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202105110                 20.04.202105110
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202106290                 20.04.202106290
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202106300                 20.04.202106300
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202107020                 20.04.202107020
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202107070                 20.04.202107070
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202107160                 20.04.202107160
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202107200                 20.04.202107200
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202108021                 20.04.202108021
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts               Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts:20.04.202108030                 20.04.202108030
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202106290            20.04.202106290
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202106300            20.04.202106300
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202107020            20.04.202107020
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202107070            20.04.202107070
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202107160            20.04.202107160
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202107200            20.04.202107200
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202108021            20.04.202108021
0001-com-ubuntu-server-focal-daily           Canonical    20_04-daily-lts-gen2          Canonical:0001-com-ubuntu-server-focal-daily:20_04-daily-lts-gen2:20.04.202108030            20.04.202108030
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202010221                                20.10.202010221
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202010300                                20.10.202010300
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202011110                                20.10.202011110
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202011250                                20.10.202011250
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202012070                                20.10.202012070
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202012100                                20.10.202012100
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202101080                                20.10.202101080
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202101121                                20.10.202101121
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202101191                                20.10.202101191
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202101300                                20.10.202101300
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202102090                                20.10.202102090
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202102220                                20.10.202102220
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202102240                                20.10.202102240
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202103150                                20.10.202103150
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202103230                                20.10.202103230
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202103250                                20.10.202103250
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202104150                                20.10.202104150
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202104151                                20.10.202104151
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202105040                                20.10.202105040
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202105111                                20.10.202105111
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202106221                                20.10.202106221
0001-com-ubuntu-server-groovy                Canonical    20_10                         Canonical:0001-com-ubuntu-server-groovy:20_10:20.10.202107200                                20.10.202107200
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202010221                           20.10.202010221
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202010300                           20.10.202010300
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202011110                           20.10.202011110
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202011250                           20.10.202011250
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202012070                           20.10.202012070
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202012100                           20.10.202012100
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202101080                           20.10.202101080
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202101121                           20.10.202101121
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202101191                           20.10.202101191
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202101300                           20.10.202101300
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202102090                           20.10.202102090
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202102220                           20.10.202102220
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202102240                           20.10.202102240
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202103150                           20.10.202103150
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202103230                           20.10.202103230
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202103250                           20.10.202103250
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202104150                           20.10.202104150
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202104151                           20.10.202104151
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202105040                           20.10.202105040
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202105111                           20.10.202105111
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202106221                           20.10.202106221
0001-com-ubuntu-server-groovy                Canonical    20_10-gen2                    Canonical:0001-com-ubuntu-server-groovy:20_10-gen2:20.10.202107200                           20.10.202107200
